cleanprice	dirtyprice	netwage	timeendowment	virtualinc	leisuregood	netwageinst	cleangood	dirtygood	obs
1.703333	1.030667	7.622145	70	148.3846	70		78.48864	14.25515	8816
1.703333	1.030667	7.134414	70	-37.39377	20	7.934608	176.6333	17.91223	8817
1.703333	1.030667	9.460915	70	-119.7349	15	9.75195	216.905	30.22689	8818
1.71	1.03	10.8611	70	-77.47824	20	10.08059	259.6266	20.98581	8819
1.706667	1.033667	13.89727	70	59.69231	70		24.78966	16.81839	8820
1.703333	1.030667	9.394908	70	291.9237	25	10.71969	398.5419	34.77834	8821
1.703333	1.030667	11.37574	70	87.62431	56	10.07943	142.7744	3.582446	8822
1.703333	1.030667	12.20017	70	159.6923	70		82.95951	17.83759	8823
1.706667	1.033667	7.368602	70	12.8354	40	5.938558	126.1176	18.04533	8824
1.703333	1.030667	9.870642	70	248.7492	70		131.0967	24.69064	8825
1.71	1.03	15.53172	70	533.8077	66	10.42518	345.8007	4.480956	8826
1.703333	1.030667	7.315417	70	-170.9244	30	7.180542	64.7599	11.04587	8827
1.703333	1.030667	19.86497	70	36.48508	53	10.19594	198.5614	34.903	8828
1.703333	1.030667	8.189078	70	-116.2616	20	9.833471	162.2836	16.27027	8829
1.71	1.03	9.38311	70	337.7141	30	11.31152	400.3374	27.63256	8830
1.706667	1.033667	15.48044	70	101.3846	70		53.1851	10.26964	8831
1.71	1.03	9.551825	70	324.1102	25	9.678391	424.4827	27.25915	8832
1.703333	1.030667	5.505834	70	29.90128	30	8.045596	137.0051	16.27027	8833
1.703333	1.030667	8.349286	70	279.8854	15	11.05503	413.0024	34.55568	8834
1.71	1.03	11.48743	70	222.3579	70		117.6285	20.59534	8835
1.703333	1.030667	12.09155	70	-68.10635	43	11.06733	148.2952	5.597572	8836
1.706667	1.033667	10.11603	70	-420.5405	20	8.464993	41.89417	13.31318	8837
1.703333	1.030667	9.796874	70	134.955	60	8.904615	132.9138	6.33293	8838
1.703333	1.030667	16.19591	70	849.7692	70		483.2154	25.8981	8839
1.71	1.03	11.8702	70	-207.6155	30	9.563519	151.9793	7.094847	8840
1.703333	1.030667	10.84611	70	-203.2094	22	9.678391	167.24	31.5703	8841
1.703333	1.030667	11.81219	70	242.5464	33	11.2418	378.927	33.14233	8842
1.703333	1.030667	8.252123	70	254.7679	15	9.408761	372.9001	71.27575	8843
1.71	1.03	10.33982	70	-135.0792	40	9.077651	89.58614	21.28454	8844
1.703333	1.030667	5.205713	70	12.56757	30	7.594907	123.4389	10.2249	8845
1.703333	1.030667	10.51172	70	35.01215	30	8.625621	241.1674	43.36252	8846
1.703333	1.030667	13.36381	70	475.5323	70		254.9554	40.03073	8847
1.703333	1.030667	7.262331	70	83.18438	60	6.87686	79.7757	19.33028	8848
1.71	1.03	9.877273	70	407.4458	25	10.19594	469.8605	47.05004	8849
1.71	1.03	3.282748	70	281.6299	54	4.639485	193.6122	2.987304	8850
1.706667	1.033667	6.838707	70	132.2308	70		58.54868	31.25543	8851
1.71	1.03	9.927884	70	59.96154	62	7.864063	70.80521	17.77446	8852
1.706667	1.033667	7.803499	70	201.86	30	9.099207	291.4814	15.9998	8853
1.706667	1.033667	6.133194	70	-44.532	30	6.070978	104.5125	21.69736	8854
1.703333	1.030667	12.84295	70	145.2702	70		72.19704	21.63124	8855
1.71	1.03	4.391788	70	239.0102	20	7.775119	237.2688	51.32993	8856
1.703333	1.030667	15.93518	70	87.62685	70		49.14515	3.799758	8857
1.706667	1.033667	8.550609	70	16.68112	20	9.018624	250.5446	16.07422	8858
1.703333	1.030667	11.18635	70	37.57111	0	10.27129	468.1319	22.53956	8859
1.706667	1.033667	11.96713	70	269.3846	70		149.2788	14.13936	8860
1.706667	1.033667	14.82287	70	-444.0959	30	10.96953	76.71302	17.31239	8861
1.71	1.03	9.389087	70	187.3846	70		102.6091	11.5758	8862
1.71	1.03	8.102708	70	125.6203	15	10.84639	329.2622	7.991038	8863
1.71	1.03	10.29894	70	-176.2548	20	10.77637	188.0792	16.57954	8864
1.706667	1.033667	9.132732	70	363.8596	22	10.63039	448.4225	35.72049	8865
1.71	1.03	6.410003	70	113.2537	30	7.726226	200.2474	26.43764	8866
1.703333	1.030667	9.66888	70	456.0525	30	7.934608	475.9221	31.19713	8867
1.706667	1.033667	12.04488	70	208.2431	15	11.06733	464.9301	74.71535	8868
1.706667	1.033667	9.519364	70	315.2433	20	10.61952	457.1101	10.71615	8869
1.71	1.03	9.317339	70	-19.69363	28	7.583634	202.0805	25.3174	8870
1.703333	1.030667	5.896218	70	357.6321	30	7.398963	339.7975	14.25515	8871
1.71	1.03	12.48461	70	28.82379	50	7.766281	146.253	27.59553	8872
1.703333	1.030667	9.789202	70	52.29733	30	10.42518	254.6026	9.889043	8873
1.703333	1.030667	10.12191	70	-172.2417	30	10.63039	125.7376	17.91223	8874
1.703333	1.030667	10.12221	70	111.6631	15	10.92939	377.7209	24.25614	8875
1.71	1.03	4.555789	70	-18.39734	30	8.061612	86.71941	15.09131	8876
1.703333	1.030667	9.683105	70	38.31042	30	10.435	240.3997	15.6732	8877
1.706667	1.033667	16.74373	70	-292.9106	45	10.01244	65.30386	13.76727	8878
1.706667	1.033667	12.38538	70	589.9695	30	10.73056	630.5588	8.930121	8879
1.71	1.03	8.601762	70	124.0859	70		68.46133	6.812647	8880
1.703333	1.030667	10.15097	70	29.61713	5	8.891979	384.2957	33.80933	8881
1.71	1.03	9.419732	70	83.46154	70		37.33693	19.04406	8882
1.706667	1.033667	9.643508	70	77.68274	30	7.569211	258.466	21.58113	8883
1.703333	1.030667	7.90551	70	136.1065	30	10.08059	246.3608	31.71957	8884
1.703333	1.030667	12.61657	70	116.0385	70		48.34412	32.68982	8885
1.71	1.03	7.212519	70	-9.289215	30	9.734485	152.3504	18.14787	8886
1.71	1.03	6.337374	70	-197.4072	20	6.048656	65.1372	7.841673	8887
1.71	1.03	11.52314	70	449.5994	33	10.80738	495.7455	27.40852	8888
1.71	1.03	6.571926	70	160.8692	50	9.833471	164.8223	10.15683	8889
1.706667	1.033667	10.37274	70	222.1621	70		123.4802	11.05046	8890
1.706667	1.033667	8.872235	70	79.53366	30	8.521103	250.939	5.953414	8891
1.703333	1.030667	15.77701	70	-221.7399	50	8.945534	53.21663	3.060916	8892
1.706667	1.033667	10.88788	70	64.39447	10	10.77637	396.7325	39.25545	8893
1.71	1.03	10.99702	70	78	70		29.86954	26.13891	8894
1.706667	1.033667	13.65818	70	-407.3465	30	8.996715	77.89588	5.841788	8895
1.703333	1.030667	6.555306	70	149.6147	30	7.580621	224.1646	29.10737	8896
1.71	1.03	11.41954	70	238.2952	30	11.31152	392.8925	22.55415	8897
1.706667	1.033667	12.36764	70	-236.8786	30	11.85104	93.15279	95.62672	8898
1.703333	1.030667	15.65637	70	120.9327	70		60.09901	18.01167	8899
1.71	1.03	6.677685	70	146.2231	60	6.591546	112.0558	20.76176	8900
1.703333	1.030667	6.401568	70	137.4408	20	8.379578	241.5061	44.78057	8901
1.706667	1.033667	9.994772	70	185.8971	46	11.0441	222.9732	43.7576	8902
1.71	1.03	8.502554	70	212.494	30	7.180542	311.9995	18.52129	8903
1.71	1.03	6.755518	70	17.22162	30	7.583634	162.5619	9.18596	8904
1.706667	1.033667	6.920106	70	131.3688	30	7.826355	220.5041	30.80892	8905
1.706667	1.033667	8.97752	70	-174.1008	30	11.08582	101.5925	11.23707	8906
1.703333	1.030667	7.412981	70	-68.2861	5	10.77637	230.8257	19.77809	8907
1.71	1.03	9.419732	70	76.53846	70		37.33693	12.32263	8908
1.706667	1.033667	8.227555	70	-95.77528	30	8.38537	126.8442	16.29747	8909
1.703333	1.030667	7.12601	70	107.4211	30	7.302692	227.6983	4.478057	8910
1.706667	1.033667	9.840881	70	-263.2987	30	8.007001	67.67015	14.36261	8911
1.703333	1.030667	8.642288	70	62.36586	45	7.726226	147.6743	26.08468	8912
1.703333	1.030667	10.09798	70	535.1461	30	8.354532	527.2851	39.70544	8913
1.703333	1.030667	5.709105	70	-19.72957	30	6.292258	112.4153	16.64345	8914
1.703333	1.030667	9.097323	70	-12.27339	50	10.07943	92.20609	12.24002	8915
1.71	1.03	12.05892	70	140	70		71.56995	17.10232	8916
1.71	1.03	7.68092	70	200.0324	30	9.185399	289.4512	11.94922	8917
1.71	1.03	8.686459	70	-48.95202	50	6.048656	69.94727	5.016815	8918
1.703333	1.030667	10.75577	70	322.481	0	10.63039	600.8581	50.37814	8919
1.706667	1.033667	8.575245	70	-168.5945	30	9.556868	81.66479	33.89943	8920
1.71	1.03	8.331784	70	14.37088	30	7.262089	192.6383	17.69978	8921
1.706667	1.033667	9.532171	70	132.2439	30	10.71969	278.5862	36.83675	8922
1.703333	1.030667	7.212168	70	57.97485	30	8.242786	194.2345	15.15076	8923
1.706667	1.033667	11.19245	70	50.23077	70		28.53065	1.488354	8924
1.706667	1.033667	7.088671	70	268.7801	30	7.665628	316.7781	11.31149	8925
1.71	1.03	10.4011	70	-265.6018	30	9.381435	76.95682	18.29724	8926
1.706667	1.033667	7.89275	70	359.3241	20	9.88686	430.5063	18.60442	8927
1.706667	1.033667	9.066164	70	-20.66522	30	10.22845	188.6831	19.312	8928
1.706667	1.033667	7.62876	70	232.4275	30	11.85104	284.5504	50.25329	8929
1.706667	1.033667	10.90045	70	255.2308	70		141.887	12.65101	8930
1.71	1.03	7.587187	70	40.26901	40	6.830693	147.211	15.68335	8931
1.71	1.03	12.18142	70	166.8769	70		89.26675	13.81628	8932
1.706667	1.033667	10.95858	70	316.4218	25	9.678391	458.62	25.97177	8933
1.71	1.03	7.996084	70	-113.3762	40	7.008942	57.61815	27.16435	8934
1.706667	1.033667	8.158337	70	-155.6709	30	9.892452	86.30978	22.59963	8935
1.71	1.03	16.06274	70	469.4154	70		245.1822	48.69306	8936
1.71	1.03	13.1512	70	-261.729	4	9.774086	333.2546	35.32487	8937
1.71	1.03	5.481997	70	353.563	43	6.121602	287.6068	9.484691	8938
1.71	1.03	7.550075	70	533.6317	30	8.410009	434.6941	89.61913	8939
1.703333	1.030667	14.37414	70	131.5026	70		72.66635	7.497682	8940
1.706667	1.033667	7.948163	70	-84.31665	34	7.708594	110.0552	13.534	8941
1.71	1.03	10.24077	70	216.0499	50	10.08059	234.829	18.74533	8942
1.703333	1.030667	7.25733	70	25.19333	30	7.783207	159.1917	43.01115	8943
1.703333	1.030667	5.595283	70	33.07329	30	7.611274	126.1554	40.75032	8944
1.706667	1.033667	4.196302	70	201.2655	45	5.870903	170.5191	14.66028	8945
1.703333	1.030667	8.123394	70	361.9489	30	10.73056	390.84	20.52443	8946
1.703333	1.030667	5.406028	70	87.29732	30	6.984166	163.5707	24.18151	8947
1.703333	1.030667	7.363452	70	354.0004	30	7.726226	354.5537	43.28789	8948
1.71	1.03	7.199412	70	181.6197	30	9.099207	263.6865	18.14787	8949
1.706667	1.033667	10.76143	70	291.2545	30	9.556868	406.8773	26.41827	8950
1.703333	1.030667	11.42214	70	-100.4186	20	9.892452	260.6545	25.91224	8951
1.706667	1.033667	7.88497	70	77.69736	30	8.755369	205.9908	40.18554	8952
1.703333	1.030667	8.328091	70	502.3671	55	8.181624	354.4972	22.76346	8953
1.71	1.03	11.41401	70	-400.3215	10	8.966632	162.9667	5.675878	8954
1.706667	1.033667	4.845746	70	232.4168	20	7.189777	270.0279	13.4051	8955
1.703333	1.030667	5.151312	70	103.8903	70		53.1368	12.98251	8956
1.706667	1.033667	9.843883	70	-214.9514	42	6.760908	31.28543	7.046271	8957
1.703333	1.030667	9.615354	70	-101.0377	20	10.22845	209.4014	22.36378	8958
1.71	1.03	7.409678	70	290.0378	60	9.833471	205.027	13.14414	8959
1.706667	1.033667	9.037539	70	74.3269	30	8.174042	232.7287	37.37961	8960
1.703333	1.030667	8.65373	70	46.29541	10	11.85104	329.7494	3.731714	8961
1.706667	1.033667	12.54023	70	59.46708	70		25.47593	15.46742	8962
1.706667	1.033667	9.020915	70	168.9518	30	9.881889	279.4809	51.08774	8963
1.71	1.03	12.05661	70	8.458588	55	11.05503	102.1592	14.18969	8964
1.706667	1.033667	10.03162	70	-155.1176	0	10.27129	307.7637	21.13462	8965
1.703333	1.030667	13.01629	70	187.6461	70		100.6804	15.6732	8966
1.703333	1.030667	8.004843	70	-111.5256	25	8.625621	140.1325	9.702457	8967
1.71	1.03	9.559178	70	-231.6216	27	9.93808	91.4305	22.40478	8968
1.71	1.03	8.264375	70	-190.6185	35	6.830693	55.74673	3.211352	8969
1.703333	1.030667	8.075496	70	391.6154	70		199.6086	50.07961	8970
1.706667	1.033667	4.846557	70	45.21465	30	7.13755	126.6526	22.17647	8971
1.71	1.03	7.913544	70	150.439	30	8.625621	257.2987	26.21359	8972
1.703333	1.030667	11.33974	70	183.0769	70		89.86903	29.10737	8973
1.706667	1.033667	11.00873	70	-127.9523	38	9.75195	121.9764	15.62771	8974
1.71	1.03	6.337374	70	768.2166	30	6.048656	592.094	8.961912	8975
1.71	1.03	8.532883	70	-58.66147	30	7.775119	160.8412	7.393578	8976
1.703333	1.030667	9.356885	70	-69.19931	35	8.045596	137.4409	23.46436	8977
1.71	1.03	6.678721	70	-.3003235	30	7.581162	138.238	29.57431	8978
1.703333	1.030667	9.248886	70	-228.1621	35	7.591007	49.06693	11.61536	8979
1.71	1.03	9.762022	70	-21.80627	30	10.77637	211.5913	6.653881	8980
1.703333	1.030667	6.592028	70	564.5497	30	7.569211	461.0869	41.5713	8981
1.71	1.03	8.12773	70	219.576	45	7.580621	238.5965	14.33906	8982
1.706667	1.033667	6.170855	70	-100.8076	20	10.27129	118.1547	5.886214	8983
1.706667	1.033667	10.44875	70	363.5883	30	10.22845	447.2957	17.56257	8984
1.71	1.03	10.04797	70	-102.6497	30	7.398963	165.8345	15.23525	8985
1.71	1.03	8.951165	70	31.41495	30	7.591007	213.3603	23.89843	8986
1.703333	1.030667	5.368959	70	-39.81468	25	6.699421	99.68012	31.04786	8987
1.703333	1.030667	9.849605	70	-133.3098	30	7.641752	147.9124	8.47047	8988
1.703333	1.030667	9.690263	70	-31.43744	30	10.84639	174.7817	56.72206	8989
1.71	1.03	17.946	70	131.9418	70		75.34835	3.005917	8990
1.71	1.03	5.385097	70	1.337952	30	7.053298	120.038	11.14261	8991
1.706667	1.033667	11.15963	70	-8.385345	30	10.96953	238.2061	30.43683	8992
1.703333	1.030667	7.905807	70	37.39218	15	6.527035	253.8801	38.58593	8993
1.706667	1.033667	11.20472	70	343.0803	30	8.966632	421.1313	70.17587	8994
1.703333	1.030667	3.767749	70	50.08116	30	6.54529	102.8088	24.90952	8995
1.703333	1.030667	5.491918	70	44.93866	30	7.934608	154.8096	.8956115	8996
1.703333	1.030667	10.83175	70	116.727	70		66.35713	3.58866	8997
1.706667	1.033667	7.151629	70	35.78391	20	9.302918	214.9377	25.6741	8998
1.706667	1.033667	9.244214	70	-144.2906	20	7.13755	162.4708	39.31304	8999
1.703333	1.030667	7.035965	70	-93.01552	30	7.284191	106.33	7.090258	9000
1.706667	1.033667	10.06151	70	-153.1561	14	9.884476	226.5662	22.84623	9001
1.706667	1.033667	6.735564	70	-163.723	30	6.812413	60.7623	1.933428	9002
1.703333	1.030667	6.629288	70	167.0074	65	7.731923	114.2556	5.373669	9003
1.706667	1.033667	12.78148	70	142.7388	70		76.74005	11.38574	9004
1.706667	1.033667	15.49641	70	162.5216	70		80.93964	23.5904	9005
1.71	1.03	7.170015	70	648.3945	10	8.252256	626.4841	7.094847	9006
1.703333	1.030667	17.81541	70	205.892	70		119.3115	2.585408	9007
1.706667	1.033667	11.98211	70	224.8273	70		119.7832	19.73297	9008
1.706667	1.033667	12.36957	70	-150.1938	25	10.73056	230.2426	13.05007	9009
1.703333	1.030667	7.593228	70	303.0978	30	8.37201	345.5555	17.68833	9010
1.703333	1.030667	10.32178	70	172.8275	10	10.73056	442.1534	37.83958	9011
1.706667	1.033667	10.46297	70	501.6154	70		277.8696	26.49269	9012
1.71	1.03	9.284156	70	216.9799	30	10.73056	326.3832	29.35026	9013
1.703333	1.030667	10.12813	70	-289.5797	20	10.22845	113.7927	22.31565	9014
1.703333	1.030667	8.854954	70	-223.7493	22	8.688872	111.4895	11.04587	9015
1.703333	1.030667	8.217651	70	53.14011	30	9.349992	204.0795	33.21226	9016
1.703333	1.030667	12.5302	70	160.0308	70		91.28706	4.403423	9017
1.703333	1.030667	8.828878	70	-130.0656	33	8.393257	104.0223	18.84046	9018
1.71	1.03	5.490925	70	156.6515	30	9.302918	198.0094	36.59447	9019
1.703333	1.030667	9.337473	70	-86.01375	45	9.75195	76.38869	16.79272	9020
1.703333	1.030667	2.812201	70	94.94589	58	7.180542	68.64369	11.41905	9021
1.706667	1.033667	8.974233	70	-92.12704	10	10.73056	232.2228	48.37149	9022
1.71	1.03	4.860378	70	107.9201	70		55.86507	12.02993	9023
1.706667	1.033667	10.78779	70	-234.5241	20	9.833471	168.6711	16.44631	9024
1.706667	1.033667	8.144246	70	-147.7698	30	6.070978	97.44592	11.31149	9025
1.703333	1.030667	8.703313	70	-126.4761	18	8.625621	171.1689	33.5108	9026
1.706667	1.033667	10.14508	70	255.2978	25	10.92939	395.9469	34.90189	9027
1.71	1.03	12.2267	70	-151.6846	30	10.22845	188.5998	14.44454	9028
1.703333	1.030667	15.05185	70	166.8	70		93.77089	6.866354	9029
1.703333	1.030667	4.241714	70	78.40567	25	6.910153	149.1851	14.71946	9030
1.71	1.03	6.631561	70	275.3071	45	7.934608	252.103	9.708738	9031
1.703333	1.030667	6.314083	70	6.821304	30	10.435	141.9841	17.01662	9032
1.71	1.03	14.76047	70	-255.7155	40	14.76047	102.7354	11.08849	9033
1.706667	1.033667	13.40772	70	-140.5396	30	10.45188	218.78	21.65554	9034
1.71	1.03	9.294045	70	107.8066	70		55.41071	12.67406	9035
1.703333	1.030667	10.28183	70	139.6145	15	9.492586	402.4462	19.03174	9036
1.703333	1.030667	11.38842	70	167.3077	70		76.1403	36.49617	9037
1.703333	1.030667	10.05581	70	-99.86682	30	10.19594	171.4173	10.07563	9038
1.706667	1.033667	9.994143	70	154.4082	20	9.563519	371.6872	19.12534	9039
1.71	1.03	12.22705	70	811.4615	70		444.4894	49.88798	9040
1.71	1.03	5.651512	70	153.7857	30	7.826355	209.5367	20.91113	9041
1.71	1.03	12.65329	70	61.33002	30	10.27129	316.4192	25.61613	9042
1.703333	1.030667	8.229959	70	285.7126	30	8.521103	340.5673	33.77562	9043
1.706667	1.033667	4.846557	70	69.48389	30	7.13755	139.5207	24.409	9044
1.703333	1.030667	9.416396	70	62.21356	15	10.89271	332.4929	13.35954	9045
1.71	1.03	5.199049	70	114.9179	35	8.515418	164.8448	14.56311	9046
1.703333	1.030667	10.79537	70	-51.96057	20	9.099207	275.8167	17.46442	9047
1.71	1.03	13.67248	70	-32.1106	30	11.0441	294.2982	11.20239	9048
1.716667	1.016333	8.789796	70	233.2233	35	10.57399	281.4356	56.80717	9049
1.716667	1.016333	9.153357	70	209.1077	70		119.7939	3.405909	9050
1.713333	1.022333	15.06967	70	168.5692	70		95.69291	4.514559	9051
1.716667	1.016333	8.474589	70	-11.61047	10	8.188035	259.6518	50.30757	9052
1.716667	1.016333	9.753419	70	311.1569	54	10.73649	248.1441	40.56816	9053
1.716667	1.016333	9.617028	70	131.742	30	10.54663	293.6146	12.18558	9054
1.719667	1.013	11.76952	70	228.5	70		121.6917	18.98398	9055
1.716667	1.016333	6.423181	70	136.378	6	8.252256	303.2263	26.4904	9056
1.719667	1.013	6.579134	70	635.9911	30	10.01244	496.7828	44.28003	9057
1.713333	1.022333	4.935031	70	71.8549	30	6.773459	148.3402	14.77006	9058
1.719667	1.013	8.338097	70	73.4252	22	7.517054	243.2269	54.67385	9059
1.719667	1.013	10.70566	70	258.8698	30	10.80738	391.7687	13.21285	9060
1.719667	1.013	7.822053	70	-192.13	30	6.984166	66.42272	6.443376	9061
1.719667	1.013	4.533056	70	81.93906	30	7.388261	145.9086	12.18872	9062
1.716667	1.016333	14.17716	70	-459.9326	30	9.349992	52.43891	16.85839	9063
1.719667	1.013	4.553061	70	23.62758	30	6.070978	98.66626	35.61394	9064
1.716667	1.016333	12.94939	70	334.1923	70		174.242	34.51321	9065
1.716667	1.016333	7.866933	70	-10.34943	30	6.984166	161.2457	27.08046	9066
1.719667	1.013	6.862249	70	24.19377	45	6.830693	112.0857	2.9615	9067
1.716667	1.016333	12.63114	70	145.7158	30	11.85104	364.4137	24.97666	9068
1.713333	1.022333	11.82588	70	124.6154	70		66.40228	10.60921	9069
1.719667	1.013	9.337897	70	80.7341	30	10.21492	249.3887	25.05885	9070
1.716667	1.016333	11.0766	70	-111.5401	15	9.892452	274.8058	25.50647	9071
1.716667	1.016333	11.11794	70	178.1269	70		82.74757	35.49714	9072
1.713333	1.022333	6.831769	70	194.1993	0	6.69865	374.9551	29.34464	9073
1.719667	1.013	12.80518	70	460.0572	32	10.01244	538.2751	20.7305	9074
1.719667	1.013	11.84237	70	229.901	25	10.84639	414.2798	49.73802	9075
1.719667	1.013	7.624751	70	85.18137	70		48.60393	1.578298	9076
1.719667	1.013	6.668715	70	-77.22937	30	8.945534	102.6026	12.90911	9077
1.719667	1.013	7.017637	70	-39.60931	30	7.737421	137.2918	4.935834	9078
1.719667	1.013	5.230914	70	52.11034	35	7.726226	127.0148	16.55403	9079
1.716667	1.016333	11.0418	70	-53.61444	30	11.2418	205.8439	34.13477	9080
1.719667	1.013	8.77144	70	-109.1653	30	7.284191	120.0143	34.85458	9081
1.713333	1.022333	9.313085	70	-40.06183	30	8.945534	147.4858	78.02663	9082
1.719667	1.013	10.91099	70	-46.47794	30	9.099207	210.8414	27.03318	9083
1.713333	1.022333	11.18805	70	162.6703	30	6.760908	339.3071	28.21599	9084
1.713333	1.022333	13.47605	70	192.6796	70		100.4315	20.1568	9085
1.716667	1.016333	8.939384	70	105.5977	30	7.760965	244.0441	43.51994	9086
1.716667	1.016333	5.763668	70	239.145	32	7.189777	259.5092	12.46986	9087
1.719667	1.013	6.335806	70	-91.868	30	7.883411	83.87055	17.11239	9088
1.719667	1.013	8.724389	70	-169.9695	20	9.710769	146.7749	13.66846	9089
1.719667	1.013	13.5237	70	-213.3295	35	10.80738	128.2001	39.03106	9090
1.719667	1.013	13.6687	70	-60.64648	20	10.70612	342.5194	33.33587	9091
1.713333	1.022333	13.76359	70	129.3077	70		63.21461	20.54124	9092
1.713333	1.022333	9.110068	70	-17.80658	30	8.451418	191.5183	18.05824	9093
1.719667	1.013	6.879297	70	-83.69142	30	7.611274	100.7331	18.01891	9094
1.713333	1.022333	11.20422	70	469.4615	70		251.7809	37.24511	9095
1.716667	1.016333	13.81293	70	184.4461	70		102.1212	8.991139	9096
1.716667	1.016333	13.73542	70	-240.2729	45	7.611274	51.68341	14.1581	9097
1.719667	1.013	11.12608	70	121.6874	30	10.84639	314.3051	25.89415	9098
1.713333	1.022333	16.47386	70	183.5086	70		98.83733	13.8578	9099
1.716667	1.016333	8.179226	70	93.67331	20	6.642456	268.062	41.77915	9100
1.713333	1.022333	11.83007	70	-172.645	30	10.42518	170.8433	7.674751	9101
1.713333	1.022333	20.6963	70	143.6714	70		78.04857	9.730866	9102
1.716667	1.016333	7.086771	70	582.5761	25	7.580621	514.4249	18.08916	9103
1.716667	1.016333	8.120524	70	286.0225	22	9.492586	371.5833	37.31362	9104
1.713333	1.022333	13.68943	70	80.42933	70		41.75897	8.688273	9105
1.716667	1.016333	7.436075	70	232.7692	70		125.9597	16.27267	9106
1.716667	1.016333	10.76768	70	394.3375	70		226.3953	5.600827	9107
1.713333	1.022333	11.88011	70	-245.2814	30	10.77637	123.9599	17.15532	9108
1.719667	1.013	13.55868	70	153.1538	70		86.28684	4.708026	9109
1.719667	1.013	6.92418	70	80.82394	15	7.388261	254.8571	23.08452	9110
1.713333	1.022333	12.59759	70	95.63922	33	10.73056	280.0547	80.13343	9111
1.716667	1.016333	12.14037	70	128.2895	10	10.01244	474.1411	42.08189	9112
1.719667	1.013	11.35964	70	-453.5417	10	10.19594	125.8046	11.54438	9113
1.719667	1.013	10.78139	70	-61.76462	34	10.33719	188.4421	2.278077	9114
1.719667	1.013	6.697557	70	106.8706	60	6.773459	89.73116	19.28772	9115
1.719667	1.013	5.925282	70	1.161819	30	7.708594	115.3734	39.25887	9116
1.716667	1.016333	3.717206	70	58.01814	30	7.611274	108.6563	19.85543	9117
1.719667	1.013	4.738372	70	-25.01396	35	6.34855	73.73232	13.85395	9118
1.719667	1.013	14.49864	70	361.9654	70		193.1747	29.3872	9119
1.713333	1.022333	5.315856	70	454.4619	30	8.095564	375.1235	23.85192	9120
1.713333	1.022333	5.102837	70	57.62737	20	8.188035	160.8201	36.41745	9121
1.713333	1.022333	4.20783	70	169.0259	30	6.292258	178.3569	31.06058	9122
1.716667	1.016333	14.33559	70	281.6154	70		152.5765	19.37584	9123
1.719667	1.013	5.284235	70	329.7576	50	8.379578	236.7744	27.90645	9124
1.719667	1.013	5.638119	70	355.1624	34	6.450675	311.5876	22.02141	9125
1.716667	1.016333	6.86831	70	24.90219	30	7.284191	173.2001	2.270606	9126
1.719667	1.013	9.517933	70	-50.25165	12	10.84639	281.4611	17.54119	9127
1.719667	1.013	9.60364	70	76.12878	5	10.84639	343.9732	107.4493	9128
1.713333	1.022333	9.745687	70	-11.20743	20	9.249084	256.4951	35.8155	9129
1.713333	1.022333	11.1666	70	-217.3298	20	7.726226	186.1419	21.59464	9130
1.716667	1.016333	13.99835	70	127.8654	70		66.19492	14.00207	9131
1.719667	1.013	9.310255	70	-222.1794	30	7.934608	78.86143	14.42782	9132
1.716667	1.016333	8.813925	70	257.9462	70		146.227	6.811817	9133
1.716667	1.016333	14.92081	70	150.3846	70		80.81404	11.46656	9134
1.716667	1.016333	5.977584	70	-100.8053	30	8.174042	71.08476	16.00777	9135
1.713333	1.022333	9.116232	70	-286.0343	30	7.864063	41.78824	6.864506	9136
1.713333	1.022333	8.087804	70	164.9461	35	10.19594	255.6982	9.706302	9137
1.719667	1.013	13.22726	70	391.7231	70		209.2867	31.41146	9138
1.719667	1.013	9.408721	70	194.9266	62	7.591007	145.0388	20.51141	9139
1.719667	1.013	8.910383	70	153.9116	30	8.451418	254.9801	70.92414	9140
1.719667	1.013	8.700288	70	188.9678	25	9.356823	317.1567	34.62677	9141
1.719667	1.013	10.06379	70	581.6088	50	7.477626	422.6892	55.28134	9142
1.716667	1.016333	10.68731	70	195.3266	20	10.19594	405.0784	33.75634	9143
1.719667	1.013	7.100983	70	-57.90021	15	9.75195	182.7054	18.22462	9144
1.716667	1.016333	8.102708	70	255.705	25	10.84639	351.8111	16.1213	9145
1.713333	1.022333	10.93672	70	379.2901	25	10.77637	497.1753	19.18688	9146
1.716667	1.016333	19.08638	70	371.4808	70		205.7319	18.01347	9147
1.719667	1.013	6.362625	70	-101.1588	30	6.769079	62.33319	45.56155	9148
1.713333	1.022333	11.01363	70	108.1846	70		51.11045	20.16503	9149
1.719667	1.013	6.635251	70	206.8015	30	6.070978	251.3345	39.48667	9150
1.713333	1.022333	8.669121	70	126.5621	30	10.77637	267.1019	15.3495	9151
1.713333	1.022333	7.506654	70	59.77772	70		27.74669	11.97103	9152
1.716667	1.016333	11.24332	70	15.49808	30	10.38991	247.9761	38.90304	9153
1.713333	1.022333	13.19643	70	-340.9196	10	10.33241	243.7106	32.58102	9154
1.719667	1.013	13.79657	70	169.3385	70		93.64068	8.201078	9155
1.719667	1.013	8.173928	70	686.7711	27	6.448095	593.0152	18.22462	9156
1.713333	1.022333	8.116007	70	-140.4169	26	7.612978	114.09	20.74979	9157
1.719667	1.013	10.6932	70	231.5692	70		121.2399	22.78077	9158
