cleanprice	dirtyprice	netwage	timeendowment	virtualinc	leisuregood	netwageinst	cleangood	dirtygood	obs
1.606	1.049	5.515099	70	146.3461	30	6.910153	208.0108	31.34854	353
1.609667	1.061333	6.598184	70	-66.48615	20	7.536601	138.992	37.39853	354
1.606	1.049	11.24711	70	-206.6151	30	10.27129	120.1983	47.88443	355
1.606	1.049	12.29973	70	222.6154	70		126.3052	18.84579	356
1.609667	1.061333	8.152982	70	-143.9884	10	8.464993	207.2002	10.99302	357
1.606	1.049	10.54501	70	535.4615	70		283.6957	76.11645	358
1.606	1.049	7.226002	70	-136.5016	30	8.904615	88.99319	9.166239	359
1.606	1.049	12.23069	70	69.18768	70		34.10559	13.7408	360
1.606	1.049	9.655639	70	666.6006	30	10.31796	603.1973	80.16331	361
1.606	1.049	19.10697	70	35.05298	50	10.77637	245.4019	21.99897	362
1.609667	1.061333	8.615344	70	-187.7099	30	8.904615	93.17506	6.523	363
1.606	1.049	6.250162	70	64.64816	35	7.104676	167.6525	13.4927	364
1.609667	1.061333	12.07432	70	159.2308	70		93.66488	7.972555	365
1.609667	1.061333	6.779806	70	-210.5653	22	7.934608	59.89057	17.39467	366
1.606	1.049	7.974325	70	-90.03072	30	8.904615	132.7354	15.03263	367
1.609667	1.061333	6.233849	70	258.8453	26	7.591007	310.2291	31.81774	368
1.606	1.049	8.800625	70	-47.35818	20	8.966632	236.1217	12.83273	369
1.606	1.049	4.69572	70	104.4511	30	6.070978	161.3327	31.62977	370
1.609667	1.061333	13.64823	70	113.0827	70		58.08736	18.44983	371
1.609667	1.061333	11.27306	70	-548.7106	0	9.249084	128.4666	31.67279	372
1.606	1.049	9.647483	70	-21.78394	30	11.0441	218.1004	13.19938	373
1.606	1.049	10.63829	70	-217.4703	10	9.678391	221.6568	61.81711	374
1.609667	1.061333	5.229671	70	35.86644	30	8.464993	132.9775	29.21223	375
1.606	1.049	7.416435	70	-49.78329	20	8.720592	184.6202	23.39224	376
1.606	1.049	19.22694	70	-355.1643	30	10.73649	238.5466	29.36863	377
1.609667	1.061333	4.997912	70	53.61868	50	7.371475	83.93999	17.39467	378
1.606	1.049	8.08293	70	376.7766	20	10.01883	469.2499	26.03212	379
1.609667	1.061333	7.665722	70	151.8745	40	10.70612	225.9904	17.03228	380
1.606	1.049	7.513735	70	-37.06863	30	8.966632	158.0731	9.166239	381
1.609667	1.061333	11.59383	70	-345.9264	30	7.580621	59.14985	21.30847	382
1.606	1.049	8.709928	70	-242.4579	20	7.305189	79.38979	62.47708	383
1.606	1.049	6.264977	70	129.5932	30	7.583634	235.8703	1.319938	384
1.606	1.049	16.17339	70	102.2354	70		54.94755	13.33617	385
1.606	1.049	9.441095	70	-100.1185	25	11.0441	186.3445	24.2722	386
1.606	1.049	6.79267	70	175.0853	40	7.766281	224.8898	16.86588	387
1.609667	1.061333	14.99338	70	240.7114	70		130.3657	29.08232	388
1.606	1.049	11.69125	70	533.0583	15	10.63039	676.6452	85.20935	389
1.606	1.049	4.659407	70	110.2958	30	7.228603	164.9481	30.28161	390
1.606	1.049	6.824212	70	-40.54539	30	7.651127	118.2824	40.47811	391
1.606	1.049	9.123859	70	65.77249	25	8.940347	274.1402	34.39173	392
1.609667	1.061333	7.46504	70	276.0331	30	6.904309	343.6091	20.29378	393
1.609667	1.061333	6.282878	70	260.884	15	7.180542	356.1058	31.3104	394
1.609667	1.061333	6.369645	70	-43.90118	30	7.398963	118.8732	18.40936	395
1.609667	1.061333	8.852645	70	181.8462	70		104.1305	13.40839	396
1.606	1.049	7.322719	70	248.5385	70		153.0798	2.566547	397
1.606	1.049	9.099735	70	149.2846	70		82.12951	16.57256	398
1.606	1.049	11.20367	70	-87.24298	30	8.966632	211.5504	20.16573	399
1.609667	1.061333	11.8299	70	700.0734	30	10.77637	702.0924	40.64191	400
1.606	1.049	6.175644	70	-57.61635	30	7.580621	110.8262	10.88894	401
1.609667	1.061333	3.14999	70	108.9708	30	7.180542	107.5134	58.33202	402
1.609667	1.061333	9.985901	70	107.8102	63	10.73056	95.34942	22.8305	403
1.609667	1.061333	16.15791	70	85.96822	70		41.75998	17.66511	404
1.609667	1.061333	5.985064	70	-98.87883	40	8.007001	38.64871	17.39467	405
1.609667	1.061333	10.86166	70	-99.80301	30	10.80738	190.5816	26.2787	406
1.606	1.049	7.188265	70	-32.59639	32	6.984166	113.8639	54.99743	407
1.609667	1.061333	13.53966	70	-148.5729	25	9.710769	267.9604	27.68651	408
1.609667	1.061333	8.89091	70	519.8129	25	7.342238	540.5204	46.9656	409
1.609667	1.061333	12.94524	70	85.94067	70		49.84226	5.381201	410
1.606	1.049	14.36134	70	-109.0816	47	7.826355	97.00788	62.37805	411
1.606	1.049	10.43076	70	350.3274	30	9.843281	454.5095	35.85833	412
1.609667	1.061333	7.196067	70	-174.6311	30	6.837084	68.85085	2.246811	413
1.606	1.049	6.439857	70	-157.7674	30	7.826355	42.04186	30.79856	414
1.606	1.049	9.967332	70	-107.0202	30	7.825533	170.7898	16.57256	415
1.606	1.049	11.6746	70	-32.86475	20	11.05503	320.9718	33.73176	416
1.606	1.049	8.650147	70	-470.5089	10	7.651127	26.60695	5.499743	417
1.609667	1.061333	15.76243	70	289.1616	70		168.8883	16.3075	418
1.606	1.049	9.959917	70	73.6163	22	9.833471	319.6666	36.5183	419
1.606	1.049	4.843994	70	-24.00975	30	7.23342	101.1471	6.966341	420
1.609667	1.061333	5.222191	70	-222.9757	10	9.099207	42.37022	20.8736	421
1.609667	1.061333	7.07987	70	90.90137	30	7.494081	217.4005	22.75802	422
1.609667	1.061333	8.900895	70	61.15472	70		25.27293	19.29057	423
1.606	1.049	8.200115	70	137.88	30	8.457677	258.5736	48.25108	424
1.606	1.049	10.56193	70	54.00555	35	10.61952	236.5049	41.79805	425
1.609667	1.061333	6.711707	70	-36.87549	10	8.379578	205.0472	33.70216	426
1.606	1.049	10.27631	70	-40.96439	44	6.385244	125.1441	24.05936	427
1.609667	1.061333	6.425778	70	-114.0925	30	8.348641	77.84669	16.61249	428
1.609667	1.061333	8.853608	70	48.2832	55	7.591007	104.39	12.29989	429
1.606	1.049	6.676281	70	-76.10255	50	8.382084	31.44458	6.599692	430
1.606	1.049	8.892728	70	-49.63217	30	9.734087	177.4116	20.16573	431
1.606	1.049	6.566786	70	262.4484	20	7.864063	357.7023	15.55562	432
1.609667	1.061333	14.40836	70	-322.1036	30	10.73056	142.8867	22.8305	433
1.609667	1.061333	8.973364	70	-130.6519	10	9.892452	225.644	41.96463	434
1.609667	1.061333	7.137576	70	59.32834	38	9.068842	168.1906	16.01759	435
1.609667	1.061333	5.767122	70	-60.41566	30	5.938558	93.01974	19.35157	436
1.606	1.049	11.76952	70	289.1731	70		163.2939	25.66547	437
1.609667	1.061333	10.87464	70	-204.7626	25	10.27129	172.6946	6.233088	438
1.609667	1.061333	6.776992	70	17.78975	33	7.536601	150.3417	25.00483	439
1.606	1.049	11.17549	70	332.9947	20	11.0441	529.5526	39.37816	440
1.609667	1.061333	16.0085	70	146.8077	70		84.7046	9.856977	441
1.606	1.049	9.099735	70	208.8077	70		112.6305	26.61876	442
1.606	1.049	2.23633	70	213.8935	10	5.984004	188.1819	43.7113	443
1.606	1.049	6.071231	70	8.005524	42	7.825533	91.14857	30.13859	444
1.609667	1.061333	5.312488	70	34.16835	25	8.904615	164.1868	8.427392	445
1.609667	1.061333	9.811657	70	168.6154	70		102.1712	3.9138	446
1.606	1.049	5.821105	70	-26.87216	30	6.801314	109.7932	28.25938	447
1.609667	1.061333	9.951224	70	152.8462	70		92.70912	3.406456	448
1.609667	1.061333	5.772466	70	151.9453	32	8.349216	213.6375	25.82976	449
1.606	1.049	5.200693	70	89.85554	70		49.67373	9.608682	450
1.606	1.049	10.7691	70	93.96154	70		45.11926	20.49571	451
1.609667	1.061333	13.57937	70	100.3257	70		55.65011	10.12651	452
1.606	1.049	9.017304	70	-63.38066	38	8.966632	115.9235	37.17826	453
1.609667	1.061333	5.045934	70	484.291	6	8.457677	490.4503	16.74236	454
1.609667	1.061333	7.983505	70	-97.69711	12	6.728979	207.6159	29.3535	455
1.606	1.049	6.967191	70	-197.6401	35	9.237161	25.90047	4.399795	456
1.609667	1.061333	6.748148	70	-67.23363	30	7.760965	107.5235	27.90394	457
1.609667	1.061333	7.125293	70	88.48337	46	10.27129	151.5304	14.67675	458
1.609667	1.061333	8.678068	70	-294.6342	20	7.883411	68.59997	27.17916	459
1.609667	1.061333	12.15471	70	-188.8036	30	9.173833	170.795	21.16351	460
1.609667	1.061333	9.554031	70	73.29468	0	7.580621	442.8533	27.54156	461
1.606	1.049	8.542979	70	-60.60892	16	10.31796	227.8335	33.18533	462
1.606	1.049	6.59048	70	197.2096	50	7.180542	195.1935	14.81264	463
1.606	1.049	6.49788	70	45.56807	50	6.056859	107.1938	3.214829	464
1.606	1.049	4.571836	70	153.2584	34	6.34855	182.0263	24.31862	465
1.606	1.049	7.175291	70	238.6087	40	7.547889	250.7032	48.84465	466
1.606	1.049	9.884773	70	248.4385	70		127.2967	41.94471	467
1.609667	1.061333	11.52843	70	73.68053	70		38.17072	11.53114	468
1.609667	1.061333	7.493351	70	-133.3302	30	7.164365	95.25384	12.32122	469
1.609667	1.061333	7.945984	70	.6798401	30	7.583634	191.6068	9.512709	470
1.606	1.049	16.28251	70	175.955	70		100.8595	13.32188	471
1.606	1.049	4.945441	70	112.4315	35	7.011922	159.2843	28.32348	472
1.609667	1.061333	11.28184	70	-38.48517	0	10.22758	395.7421	107.6295	473
1.609667	1.061333	15.08715	70	137.6682	70		74.27341	17.06609	474
1.609667	1.061333	9.967924	70	122.5462	70		67.09942	13.6983	475
1.606	1.049	11.73606	70	494.5769	70		291.2396	25.59214	476
1.606	1.049	7.632579	70	676.1301	25	6.837084	550.2323	129.574	477
1.609667	1.061333	11.39688	70	204.2385	70		115.4133	17.39467	478
1.609667	1.061333	10.65419	70	77.54615	70		46.26376	2.899111	479
1.609667	1.061333	7.616148	70	-91.94046	22	11.39498	163.5432	9.784499	480
1.609667	1.061333	11.0399	70	-112.5911	20	10.25938	264.2329	13.26343	481
1.609667	1.061333	5.509526	70	28.34975	30	9.678391	138.7053	23.99014	482
1.609667	1.061333	7.102219	70	121.6228	30	8.14485	224.1864	42.25454	483
1.609667	1.061333	8.624844	70	-97.20528	30	8.299315	142.7075	17.03228	484
1.606	1.049	13.16963	70	-192.0539	28	10.84639	215.3423	14.51932	485
1.606	1.049	12.40177	70	54.37146	30	8.349216	302.22	62.0371	486
1.609667	1.061333	5.194278	70	58.20966	30	8.904615	153.7705	17.39467	487
1.606	1.049	9.403092	70	-208.3477	12	10.08059	194.3121	23.8001	488
1.606	1.049	15.71283	70	-191.088	47	8.945534	85.19359	31.92213	489
1.606	1.049	18.75941	70	-260.271	52	10.22845	43.96219	6.477568	490
1.606	1.049	5.322933	70	310.5109	48	8.451418	252.4188	21.19234	491
1.609667	1.061333	4.997912	70	-8.689003	50	7.371475	53.83341	4.348667	492
1.609667	1.061333	9.817907	70	161.6923	70		74.74075	38.99305	493
1.609667	1.061333	6.295247	70	54.3286	46	6.330573	116.4619	16.91234	494
1.609667	1.061333	8.119748	70	-154.6464	10	8.464993	192.2997	21.67085	495
1.606	1.049	10.45565	70	55.83301	20	9.678391	344.3337	24.41886	496
1.606	1.049	9.580901	70	180.5298	63	7.569211	149.8587	6.599692	497
1.606	1.049	8.076185	70	107.3756	30	7.011922	252.6822	23.46557	498
1.606	1.049	11.73788	70	96.19372	70		56.27253	5.548172	499
1.606	1.049	12.73485	70	305.3842	10	10.80738	661.1352	7.332991	500
1.606	1.049	4.626518	70	192.4962	70		117.6592	3.370385	501
1.609667	1.061333	17.25078	70	227.7923	65	10.84639	193.1886	2.899111	502
1.606	1.049	13.88725	70	128	70		77.54574	3.299846	503
1.609667	1.061333	11.52054	70	386.3154	70		187.2868	79.94299	504
1.609667	1.061333	4.354508	70	47.36168	30	6.056859	113.2349	37.00216	505
1.606	1.049	9.725532	70	126.0769	70		67.77469	16.4259	506
1.609667	1.061333	8.989116	70	93.25067	24	7.583634	274.3401	61.38868	507
1.609667	1.061333	4.53988	70	123.7318	30	8.252256	186.3382	5.073444	508
1.609667	1.061333	5.485484	70	33.799	60	7.522062	52.20861	4.348667	509
1.606	1.049	5.144841	70	106.2575	35	8.242786	165.593	19.43243	510
1.609667	1.061333	9.061672	70	220.365	35	6.34855	320.8912	19.78232	511
1.609667	1.061333	5.322109	70	70.60573	30	6.527035	168.6954	11.25632	512
1.606	1.049	8.297228	70	67.95706	30	7.219219	231.3919	26.91208	513
1.609667	1.061333	7.727407	70	-117.0266	26	10.01244	122.164	24.81412	514
1.606	1.049	6.67002	70	212.9645	25	8.755369	298.6636	31.89851	515
1.609667	1.061333	3.85026	70	-118.7027	30	6.699421	11.89926	15.22033	516
1.606	1.049	9.376662	70	629.145	30	9.302918	562.3503	96.3555	517
1.609667	1.061333	3.720937	70	112.9189	45	5.728871	121.7763	9.349633	518
1.606	1.049	4.910601	70	-103.4625	30	6.535371	43.5147	21.99897	519
1.606	1.049	9.657719	70	-69.13527	45	9.75195	94.93246	18.91912	520
1.609667	1.061333	12.95823	70	94.10199	45	11.39498	241.0795	28.26633	521
1.609667	1.061333	10.54287	70	374.3179	20	11.05503	541.1058	28.7012	522
1.606	1.049	21.37674	70	277.6923	70		169.5565	5.133094	523
1.606	1.049	7.561513	70	415.1542	70		244.0063	22.19269	524
1.606	1.049	6.220825	70	-95.15967	30	8.061612	80.75099	22.86677	525
1.606	1.049	7.953876	70	37.30573	5	7.731923	308.4586	56.17071	526
1.609667	1.061333	12.56919	70	-320.7283	0	10.73056	324.0757	35.29668	527
1.606	1.049	4.235876	70	44.06242	30	7.581162	112.4738	31.32941	528
1.606	1.049	3.850117	70	235.5157	40	8.281214	206.0662	19.13911	529
1.609667	1.061333	14.89485	70	406.6923	70		231.5339	32.03518	530
1.609667	1.061333	11.88975	70	351.0958	27	11.40814	525.5565	15.43777	531
1.609667	1.061333	6.511874	70	-20.88049	25	8.14485	147.57	32.615	532
1.606	1.049	9.012498	70	-40.28836	30	8.508667	187.4102	18.33248	533
1.609667	1.061333	10.57122	70	-137.0413	30	10.57399	154.3798	35.15172	534
1.609667	1.061333	5.432767	70	-92.78709	30	6.642456	70.57056	10.29695	535
1.606	1.049	10.88394	70	-298.1518	10	10.73056	204.4497	25.29882	536
1.609667	1.061333	8.236075	70	-120.3184	10	7.164365	208.1654	36.5288	537
1.609667	1.061333	6.6465	70	-54.95505	22	7.612978	148.9081	22.97545	538
1.609667	1.061333	8.900895	70	102.946	70		56.17433	11.80031	539
1.606	1.049	8.280265	70	31.49649	28	6.527035	210.4166	39.40758	540
1.606	1.049	9.183193	70	-34.46234	30	8.095564	177.0883	46.19785	541
1.609667	1.061333	11.46325	70	63.15385	70		27.76495	17.39467	542
1.609667	1.061333	7.065873	70	447.3468	30	8.38537	443.7592	14.77131	543
1.609667	1.061333	9.557166	70	-188.7482	30	8.625621	105.6956	22.05136	544
1.606	1.049	7.990673	70	336.1271	44	6.910153	293.4428	69.22343	545
1.606	1.049	9.472512	70	113.4649	30	10.19594	283.8275	34.83171	546
1.606	1.049	14.56375	70	135.1662	70		78.84589	8.140777	547
1.606	1.049	15.45573	70	546.2308	70		317.0323	35.34502	548
1.606	1.049	15.53164	70	-426.4004	30	15.53164	112.2354	13.93268	549
1.606	1.049	9.565983	70	229.6064	55	9.279224	230.1585	3.299846	550
1.606	1.049	5.709625	70	90.29773	35	7.23342	177.7828	4.399795	551
1.609667	1.061333	9.688306	70	-203.3768	20	9.302918	165.9445	13.11848	552
1.609667	1.061333	13.89103	70	250.6154	70		114.5483	62.40336	553
1.606	1.049	8.536852	70	-246.1113	30	7.611274	55.72876	5.58849	554
1.609667	1.061333	6.292871	70	334.0443	25	8.252256	364.2883	29.05848	555
1.609667	1.061333	9.262198	70	35.35822	30	8.940347	233.7321	27.90394	556
1.606	1.049	6.800616	70	271.5038	45	8.451418	269.0272	9.019579	557
1.609667	1.061333	8.284594	70	-299.0163	22	8.348641	54.47258	10.32808	558
1.609667	1.061333	8.365212	70	7.947464	40	7.591007	155.1086	8.697333	559
1.606	1.049	3.674529	70	-16.69742	40	8.007001	49.08276	14.02435	560
1.609667	1.061333	6.249846	70	46.84792	45	6.984166	114.0869	18.32814	561
1.606	1.049	4.776139	70	122.0314	30	6.292258	184.1651	16.49923	562
1.609667	1.061333	13.87653	70	-69.36389	38	10.84639	213.5445	29.16098	563
1.606	1.049	6.630837	70	27.86267	30	9.017816	141.1174	63.35704	564
1.606	1.049	9.099735	70	238.877	70		138.2411	16.07414	565
1.609667	1.061333	15.30813	70	87.95321	70		40.44827	21.5248	566
1.606	1.049	5.047596	70	-20.675	34	7.591007	87.34074	19.79907	567
1.609667	1.061333	7.925695	70	-187.9063	25	8.904615	70.18893	52.54639	568
1.606	1.049	12.70037	70	365.5852	40	7.760965	444.044	31.89851	569
1.606	1.049	9.501433	70	-83.77176	28	7.284191	178.0223	28.01203	570
1.606	1.049	11.8693	70	111.9398	30	8.393257	302.8188	95.69553	571
1.606	1.049	11.83047	70	197.8267	70		115.0513	12.4445	572
1.606	1.049	7.627295	70	231.6923	70		138.064	9.496223	573
1.606	1.049	8.742323	70	-229.7702	5	10.22845	189.9248	31.89851	574
1.606	1.049	6.861148	70	90.3233	30	9.833471	208.928	27.86537	575
1.606	1.049	7.767998	70	53.36182	27	7.517054	222.1774	29.14087	576
1.609667	1.061333	14.86036	70	293.8314	50	9.237161	333.2511	51.45922	577
1.609667	1.061333	5.196635	70	173.2091	25	8.174042	217.0421	54.35833	578
1.609667	1.061333	5.420936	70	655.701	30	8.904615	496.3761	69.28875	579
1.606	1.049	7.788556	70	-49.52396	20	7.789265	196.9897	22.43895	580
1.609667	1.061333	9.413529	70	-331.7043	28	7.098536	34.86064	7.113661	581
1.609667	1.061333	10.92214	70	268.3499	25	10.73056	443.379	43.48667	582
1.606	1.049	14.22836	70	-308.5191	30	10.00732	144.6978	26.91208	583
1.609667	1.061333	4.903067	70	-115.328	22	7.267834	57.43545	25.97422	584
1.609667	1.061333	10.16728	70	59.86646	30	10.19594	266.9569	34.71685	585
1.606	1.049	7.476199	70	-42.03738	34	7.988459	110.8763	46.74781	586
1.606	1.049	5.716422	70	-115.6184	30	7.23342	60.80563	14.66598	587
1.609667	1.061333	9.649386	70	-71.68701	30	10.77637	183.7815	17.39467	588
1.609667	1.061333	13.68395	70	-242.2617	30	10.96953	169.2778	30.73058	589
1.609667	1.061333	16.71467	70	124.2959	70		72.28252	7.485999	590
1.621333	1.105	13.0956	70	152.5204	70		78.40275	22.98951	591
1.621333	1.105	12.37947	70	-4.345795	40	9.563519	211.5306	21.78907	592
1.621333	1.105	14.40797	70	-446.9401	32	7.775119	50.99156	16.18873	593
1.621333	1.105	13.10996	70	-229.8691	24	9.018624	215.1782	22.00325	594
1.618	1.088667	11.60387	70	206.4615	70		126.3193	1.907768	595
1.621333	1.105	11.70334	70	460.9818	30	7.594907	523.6194	72.53741	596
1.618	1.088667	6.756855	70	13.20657	30	6.756855	151.9088	34.62245	597
1.618	1.088667	8.314913	70	-46.40417	30	8.349216	153.5847	34.62245	598
1.621333	1.105	8.647793	70	-203.4637	10	7.366963	178.3077	23.80787	599
1.621333	1.105	9.407183	70	94.76923	70		44.59767	20.32718	600
1.614333	1.074333	9.575793	70	276.7692	70		152.4802	28.4971	601
1.614333	1.074333	10.7032	70	469.968	60	9.88686	325.5928	47.82931	602
1.621333	1.105	7.90905	70	-33.76584	30	10.96953	155.0837	28.19353	603
1.618	1.088667	9.132261	70	90.63778	65	7.766281	81.2199	4.48739	604
1.621333	1.105	8.570913	70	-167.4639	0	10.27129	260.3508	9.397841	605
1.621333	1.105	8.255709	70	-37.43988	30	9.018624	166.3517	20.88409	606
1.621333	1.105	11.28847	70	358.3846	70		198.5071	33.06648	607
1.621333	1.105	10.62172	70	-227.1189	30	7.737421	117.6975	6.265228	608
1.621333	1.105	14.44391	70	631.6154	70		374.0985	22.69405	609
1.618	1.088667	11.91882	70	10.67822	10	10.77637	422.9105	38.15535	610
1.614333	1.074333	6.768431	70	220.3044	50	6.292258	211.3161	13.53254	611
1.614333	1.074333	4.440475	70	-22.13824	30	6.801305	86.97326	14.03375	612
1.614333	1.074333	7.256633	70	157.803	20	8.045596	300.112	33.65236	613
1.614333	1.074333	8.413772	70	167.8331	28	8.045596	313.3349	14.32015	614
1.618	1.088667	12.10018	70	135.0929	70		71.45977	17.88517	615
1.614333	1.074333	10.18232	70	144.1538	70		71.90393	26.13428	616
1.614333	1.074333	9.58808	70	448.5088	30	8.962169	494.4844	31.43273	617
1.614333	1.074333	7.232968	70	180.0136	15	9.884476	342.4967	23.19864	618
1.614333	1.074333	8.827882	70	66.07706	30	7.591007	243.1344	24.84546	619
1.618	1.088667	7.893098	70	79.81339	14	7.522062	307.205	22.7519	620
1.618	1.088667	8.431507	70	-48.31351	10	9.331006	264.4052	27.34467	621
1.618	1.088667	13.04109	70	184.8268	70		101.1209	19.48549	622
1.621333	1.105	12.96337	70	175.8846	70		104.2115	6.265228	623
1.621333	1.105	5.075078	70	155.9363	35	6.664147	197.817	11.61693	624
1.614333	1.074333	7.381354	70	61.86121	30	7.180542	202.2983	28.4255	625
1.618	1.088667	9.733731	70	-35.82303	30	6.43079	189.8202	42.61827	626
1.621333	1.105	7.000616	70	-178.7996	30	7.783207	57.77657	6.832547	627
1.618	1.088667	12.56445	70	-175.857	20	10.96953	248.3479	46.42234	628
1.614333	1.074333	10.37782	70	8.06015	30	8.625621	246.7915	23.05544	629
1.618	1.088667	7.786678	70	73.80212	30	7.783207	228.1306	14.83819	630
1.618	1.088667	11.06113	70	258.0357	30	9.884476	413.105	29.46441	631
1.614333	1.074333	5.070953	70	3.732056	8	7.398963	183.0361	21.08274	632
1.614333	1.074333	8.715959	70	260.4963	30	9.331006	358.7454	27.9243	633
1.618	1.088667	10.82734	70	116.1287	70		67.5372	6.295312	634
1.618	1.088667	6.719985	70	471.6739	20	7.008339	463.9512	52.35762	635
1.621333	1.105	16.03818	70	265.6731	70		142.9379	30.69962	636
1.614333	1.074333	8.853936	70	148.2272	30	10.73056	297.6223	20.40622	637
1.618	1.088667	8.72014	70	-160.248	35	8.174042	87.16972	3.597321	638
1.618	1.088667	10.79103	70	-38.92975	30	10.77637	232.8254	14.69688	639
1.621333	1.105	9.516002	70	145.1261	25	8.451418	343.0937	15.45423	640
1.614333	1.074333	6.720287	70	-34.01775	35	6.385244	104.4251	30.35872	641
1.621333	1.105	13.05834	70	58.53444	70		32.26777	5.626804	642
1.621333	1.105	5.38306	70	192.043	30	6.910153	230.7099	30.14271	643
1.614333	1.074333	14.4008	70	-13.68988	25	10.25938	374.9345	27.06509	644
1.614333	1.074333	7.259526	70	-11.38016	20	7.388261	197.9741	29.78591	645
1.621333	1.105	13.78384	70	219.3846	70		125.6326	14.20118	646
1.621333	1.105	10.7255	70	347	70		197.5582	24.15594	647
1.621333	1.105	10.27428	70	328.2242	42	8.521103	348.4193	46.15385	648
1.614333	1.074333	12.03539	70	280.9808	70		143.653	45.68128	649
1.618	1.088667	10.21182	70	204.0273	30	9.492586	344.7989	50.16722	650
1.621333	1.105	7.96422	70	855.8485	35	8.38537	678.9639	30.56039	651
1.614333	1.074333	6.107619	70	27.54141	30	7.591007	156.0063	18.6162	652
