cleanprice	dirtyprice	netwage	leisuregood	cleangood	dirtygood	obs
1.723667	1.009	4.177255	100	103.4307	25.55878	25236
1.723667	1.009	8.569407	78	174.148	25.45361	25237
1.723667	1.009	13.97532	100	214.2437	22.09304	25238
1.723667	1.009	14.53461	40	259.5261	41.01548	25239
1.723667	1.009	7.514205	60	264.0882	33.53056	25240
1.727333	1.003	11.21909	69	386.5559	33.82161	25241
1.723667	1.009	7.997801	50	78.28051	9.409998	25242
1.723667	1.009	9.829068	50	489.8274	52.02089	25243
1.730333	.9966667	10.33366	60	369.2356	16.47907	25244
1.730333	.9966667	8.23161	60	350.9233	34.92783	25245
1.730333	.9966667	5.060642	60	125.7483	17.17263	25246
1.727333	1.003	19.16664	64	493.7165	40.29364	25247
1.723667	1.009	14.69455	72	271.7318	17.00084	25248
1.727333	1.003	7.332867	60	161.0057	39.15416	25249
1.723667	1.009	12.49534	83	258.4562	22.31582	25250
1.727333	1.003	7.7541	60	242.4532	28.19967	25251
1.723667	1.009	9.466341	70	386.5667	21.34743	25252
1.730333	.9966667	9.306361	60	294.6575	38.20427	25253
1.723667	1.009	9.945113	115	221.7788	19.87845	25254
1.730333	.9966667	11.44123	20	411.6036	41.67738	25255
1.723667	1.009	15.21806	84	267.157	28.46324	25256
1.730333	.9966667	15.68339	100	358.5415	47.48003	25257
1.727333	1.003	5.393003	50	277.9891	30.80272	25258
1.723667	1.009	16.90546	42	324.4848	38.77758	25259
1.727333	1.003	8.009739	80	162.7959	19.85863	25260
1.727333	1.003	8.496884	35	339.2204	14.09984	25261
1.727333	1.003	16.27623	100	278.1308	31.77887	25262
1.730333	.9966667	6.82946	38	260.7713	33.13545	25263
1.730333	.9966667	14.13432	48	386.4133	33.78177	25264
1.727333	1.003	11.2342	65	201.9153	37.28269	25265
1.723667	1.009	8.29251	95	369.4444	25.88244	25266
1.730333	.9966667	9.217078	50	240.2254	51.77883	25267
1.727333	1.003	8.798955	60	306.7089	22.62444	25268
1.723667	1.009	11.8154	60	250.6787	37.966	25269
1.730333	.9966667	5.367978	30	376.9828	29.45422	25270
1.723667	1.009	10.41512	70	344.3284	40.75419	25271
1.730333	.9966667	8.082645	95	128.06	28.55673	25272
1.730333	.9966667	9.662868	100	109.0312	45.98602	25273
1.727333	1.003	16.63307	100	180.5449	23.42742	25274
1.723667	1.009	19.02712	100	136.3657	14.62809	25275
1.730333	.9966667	8.596337	60	248.7521	22.10277	25276
1.727333	1.003	10.61051	100	146.4576	22.15301	25277
1.730333	.9966667	14.31628	100	328.4474	32.03537	25278
1.727333	1.003	7.459379	55	158.4534	10.54529	25279
1.723667	1.009	12.90001	40	630.7357	54.1772	25280
1.730333	.9966667	9.960362	42	215.5855	22.72565	25281
1.723667	1.009	13.19776	100	123.3463	44.47382	25282
1.723667	1.009	14.55869	100	170.0153	16.10964	25283
1.727333	1.003	6.969842	100	229.2944	19.99582	25284
1.727333	1.003	13.2689	90	297.9136	32.9013	25285
1.730333	.9966667	7.596213	64	129.0238	37.41545	25286
1.730333	.9966667	9.502417	85	207.8474	62.92468	25287
1.727333	1.003	9.046387	60	140.2856	53.36246	25288
1.723667	1.009	12.3975	44	271.8353	30.83518	25289
1.727333	1.003	17.56059	100	263.7354	38.06956	25290
1.730333	.9966667	17.59572	95	210.114	28.02611	25291
1.730333	.9966667	9.135916	100	65.583	21.74514	25292
1.730333	.9966667	11.40623	64	659.5353	31.05303	25293
1.730333	.9966667	15.82289	50	552.6646	43.57793	25294
1.727333	1.003	11.28492	68	234.2739	31.34502	25295
1.727333	1.003	17.25726	48	670.4648	61.46944	25296
1.730333	.9966667	10.03527	104	792.8271	61.39659	25297
1.723667	1.009	7.458179	45	149.5702	15.88957	25298
1.723667	1.009	12.01569	60	314.7583	32.97248	25299
1.730333	.9966667	3.426983	100	87.09415	17.82866	25300
1.730333	.9966667	9.817316	45	486.3684	20.46553	25301
1.727333	1.003	9.58528	52	400.869	28.63352	25302
1.730333	.9966667	10.39833	55	140.0424	37.8203	25303
1.723667	1.009	6.442252	100	70.1086	19.45481	25304
1.723667	1.009	10.60112	50	247.4042	38.42342	25305
1.723667	1.009	10.30556	60	352.7776	25.98349	25306
1.730333	.9966667	6.978016	65	84.94361	19.98971	25307
1.723667	1.009	8.006642	90	147.5667	43.91248	25308
1.727333	1.003	6.985981	60	193.7958	28.64484	25309
1.730333	.9966667	12.11625	50	235.2076	30.2563	25310
1.723667	1.009	12.36599	50	262.3447	29.5953	25311
1.730333	.9966667	9.495856	60	163.6767	19.36353	25312
1.730333	.9966667	10.19011	100	208.3976	34.92783	25313
1.727333	1.003	11.48004	105	68.94241	42.56462	25314
1.723667	1.009	8.684724	50	371.3037	37.105	25315
1.727333	1.003	4.067549	80	230.9753	8.839514	25316
1.727333	1.003	5.472309	50	198.9397	15.65489	25317
1.727333	1.003	14.5478	40	515.2661	50.84746	25318
1.730333	.9966667	8.023691	63	310.5772	39.76988	25319
1.727333	1.003	9.711728	100	397.5783	48.80713	25320
1.723667	1.009	9.1972	60	155.638	25.22083	25321
1.727333	1.003	15.7834	100	199.162	22.04924	25322
1.723667	1.009	10.91092	60	636.5089	28.35543	25323
1.723667	1.009	3.663639	60	74.83509	21.19517	25324
1.727333	1.003	12.2995	65	383.8253	46.96331	25325
1.730333	.9966667	7.604192	60	289.6567	38.63892	25326
1.727333	1.003	6.781406	115	141.4822	22.77666	25327
1.723667	1.009	20.15718	95	445.3867	34.72593	25328
1.730333	.9966667	7.251952	60	550.4877	48.35323	25329
1.723667	1.009	7.485665	60	316.7875	43.6652	25330
1.727333	1.003	11.5144	100	95.17695	17.89595	25331
1.723667	1.009	12.06868	60	378.4196	22.98544	25332
1.723667	1.009	12.45045	90	153.162	10.53511	25333
1.723667	1.009	7.200202	50	361.2357	37.28106	25334
1.727333	1.003	11.7879	100	138.7351	20.06957	25335
1.723667	1.009	10.78921	62	859.9216	30.72737	25336
1.723667	1.009	12.50612	60	969.0712	20.88892	25337
1.723667	1.009	10.7442	51	241.2492	56.71085	25338
1.730333	.9966667	10.2287	62	180.6344	22.80679	25339
1.723667	1.009	15.2476	80	98.32995	19.52805	25340
1.723667	1.009	10.2071	100	137.7913	29.48749	25341
1.723667	1.009	13.82573	80	444.7782	23.72431	25342
1.727333	1.003	10.33157	80	189.5419	67.17083	25343
1.727333	1.003	9.430523	80	178.4988	35.58555	25344
1.723667	1.009	14.50022	135	75.27795	6.468919	25345
1.723667	1.009	16.87647	70	246.0852	33.15321	25346
1.730333	.9966667	9.064188	55	197.6834	22.84966	25347
1.730333	.9966667	10.70344	52	108.4329	18.63905	25348
1.730333	.9966667	10.19043	90	168.4902	22.74931	25349
1.723667	1.009	12.67564	100	140.1531	21.77869	25350
1.730333	.9966667	10.30317	60	249.6517	27.16748	25351
1.727333	1.003	7.409638	100	81.92374	16.25892	25352
1.727333	1.003	7.278008	100	83.70284	5.635762	25353
1.727333	1.003	8.991899	75	232.2743	33.67692	25354
1.730333	.9966667	7.55848	57	280.3164	42.68857	25355
1.730333	.9966667	12.18617	81	467.3994	24.59717	25356
1.723667	1.009	9.948435	50	133.254	12.98455	25357
1.730333	.9966667	6.277273	60	188.9865	35.47358	25358
1.723667	1.009	12.89172	60	165.4846	24.01464	25359
1.723667	1.009	13.0265	60	312.8951	17.72509	25360
1.723667	1.009	2.623841	60	178.237	6.861325	25361
1.727333	1.003	5.330447	90	106.9855	13.666	25362
1.730333	.9966667	13.03506	100	77.3006	8.926457	25363
1.727333	1.003	12.00482	20	268.4877	35.33443	25364
1.730333	.9966667	10.19813	100	471.506	16.04163	25365
1.727333	1.003	6.498617	96	545.1043	51.99786	25366
1.727333	1.003	9.390542	80	214.7583	6.670308	25367
1.723667	1.009	9.517722	95	60.53732	18.52558	25368
1.723667	1.009	8.615495	120	180.1026	42.12276	25369
1.723667	1.009	8.371567	66	177.5518	23.76833	25370
1.723667	1.009	6.291056	60	197.0049	39.61387	25371
1.723667	1.009	9.920343	100	200.2607	29.73241	25372
1.727333	1.003	17.11906	50	379.7238	52.98285	25373
1.730333	.9966667	14.04864	71	576.2386	40.77249	25374
1.730333	.9966667	9.868723	100	388.1605	38.14344	25375
1.730333	.9966667	10.335	65	301.3976	71.49292	25376
1.730333	.9966667	12.74592	58	412.7479	59.04988	25377
1.723667	1.009	8.857979	50	154.4505	18.58275	25378
1.723667	1.009	9.948489	90	464.6234	16.00976	25379
1.727333	1.003	7.388592	60	155.0355	34.16673	25380
1.723667	1.009	10.51542	80	114.4031	28.78669	25381
1.727333	1.003	13.24947	60	210.1293	37.4188	25382
1.723667	1.009	5.904909	75	198.0642	29.35272	25383
1.730333	.9966667	12.39387	95	386.0046	42.02256	25384
1.723667	1.009	12.9176	70	229.5755	25.65373	25385
1.727333	1.003	8.575495	100	244.4651	31.93158	25386
1.727333	1.003	8.602485	60	499.1712	17.89595	25387
1.730333	.9966667	9.673104	60	339.7561	14.46231	25388
1.730333	.9966667	9.148146	15	330.5521	36.98488	25389
1.730333	.9966667	11.38842	63	486.6043	44.24818	25390
1.727333	1.003	8.702505	100	163.638	26.16873	25391
1.730333	.9966667	10.09548	20	1010.026	21.01128	25392
1.727333	1.003	16.90357	42	194.3537	19.41207	25393
1.730333	.9966667	10.01768	100	75.46585	22.01269	25394
1.730333	.9966667	9.270359	50	581.8361	65.87172	25395
1.727333	1.003	8.519505	60	261.9216	58.02625	25396
1.730333	.9966667	5.632787	50	249.6514	23.17125	25397
1.730333	.9966667	14.09929	50	451.8217	37.5196	25398
1.723667	1.009	8.115952	100	151.2975	9.595563	25399
1.730333	.9966667	10.09761	50	405.4157	40.71276	25400
1.727333	1.003	8.509922	60	583.4213	58.40586	25401
1.730333	.9966667	9.083274	68	661.7443	91.4127	25402
1.727333	1.003	9.652701	50	173.7553	24.3533	25403
1.723667	1.009	11.82288	60	150.7233	31.19619	25404
1.730333	.9966667	8.805076	60	301.703	73.96976	25405
1.723667	1.009	10.85272	35	219.7045	31.25095	25406
1.723667	1.009	13.01202	56	512.0037	31.42816	25407
1.727333	1.003	17.91297	75	252.145	32.55618	25408
1.727333	1.003	7.677675	100	107.1783	10.73926	25409
1.727333	1.003	6.180649	50	225.7302	36.26428	25410
1.727333	1.003	8.18996	62	110.2998	60.95468	25411
1.727333	1.003	10.33899	81	100.4061	12.74308	25412
1.723667	1.009	8.227039	60	214.5527	42.12091	25413
1.730333	.9966667	8.482825	55	170.935	30.83473	25414
1.723667	1.009	6.180414	85	156.7883	29.97266	25415
1.727333	1.003	1.949418	95	147.3481	9.011428	25416
1.730333	.9966667	13.10004	53	326.4749	18.06424	25417
1.727333	1.003	11.2429	63	223.605	31.36744	25418
1.727333	1.003	16.21559	60	234.6603	57.94156	25419
1.723667	1.009	8.276026	90	80.58067	18.41087	25420
1.723667	1.009	14.29323	100	226.9382	30.59072	25421
1.727333	1.003	7.150025	40	238.7842	32.54895	25422
1.727333	1.003	6.908998	60	105.0586	21.28231	25423
1.727333	1.003	8.69953	53	253.9374	21.70412	25424
1.723667	1.009	7.488018	55	309.0956	25.06706	25425
1.730333	.9966667	9.375667	93	122.2474	21.57191	25426
1.723667	1.009	9.356019	30	210.2134	45.60588	25427
1.727333	1.003	7.70852	55	282.8281	45.63234	25428
1.723667	1.009	13.30396	60	224.9739	38.81351	25429
1.723667	1.009	12.03028	40	634.1516	35.9025	25430
1.730333	.9966667	8.852127	95	120.1834	38.14775	25431
1.723667	1.009	5.641191	48	90.01482	32.29069	25432
1.723667	1.009	9.485705	48	743.5729	45.17462	25433
1.730333	.9966667	20.51109	75	181.8841	19.88202	25434
1.730333	.9966667	11.83202	60	558.2128	17.19104	25435
1.727333	1.003	7.270426	60	143.3244	21.74629	25436
1.727333	1.003	7.425993	59	107.9879	20.75038	25437
1.723667	1.009	9.68143	52	348.4633	22.26119	25438
1.723667	1.009	5.619981	90	76.38569	15.24739	25439
1.723667	1.009	11.30147	55	269.8575	46.83241	25440
1.723667	1.009	12.60569	90	129.4858	18.8386	25441
1.730333	.9966667	10.7373	60	398.9661	19.02716	25442
1.730333	.9966667	5.337305	60	617.8221	29.99449	25443
1.730333	.9966667	9.056616	60	173.5127	28.21514	25444
1.723667	1.009	11.06252	66	369.4631	36.71112	25445
1.727333	1.003	9.701984	68	630.0101	21.36668	25446
1.730333	.9966667	6.014681	35	279.6042	26.0231	25447
1.730333	.9966667	7.955577	100	229.3018	28.106	25448
1.723667	1.009	11.23323	60	177.2842	22.64122	25449
1.723667	1.009	10.83072	30	234.9754	20.24091	25450
1.730333	.9966667	16.77315	71	394.4882	29.86879	25451
1.723667	1.009	4.462489	50	531.7209	86.83388	25452
1.730333	.9966667	5.097179	100	105.2211	4.141932	25453
1.727333	1.003	13.06777	80	174.2403	30.21704	25454
1.727333	1.003	6.383732	60	103.2579	12.45023	25455
1.730333	.9966667	9.962711	63	125.9831	33.34517	25456
1.730333	.9966667	8.694101	70	177.8059	37.62542	25457
1.730333	.9966667	10.82583	60	296.8474	37.16541	25458
1.723667	1.009	10.44704	98	121.3201	17.03896	25459
1.723667	1.009	7.80407	60	342.3772	10.67317	25460
1.723667	1.009	7.014339	100	263.9634	46.65701	25461
1.730333	.9966667	4.785576	75	58.85819	21.74514	25462
1.730333	.9966667	8.120959	50	358.7183	25.01794	25463
1.727333	1.003	10.65377	47	95.6644	15.14332	25464
1.730333	.9966667	10.94113	108	219.0791	43.76895	25465
1.723667	1.009	8.051638	100	179.5721	28.24761	25466
1.727333	1.003	14.52871	50	286.4798	38.03973	25467
1.730333	.9966667	8.714712	55	211.635	25.54191	25468
1.730333	.9966667	10.05275	100	180.6677	29.94597	25469
1.730333	.9966667	13.79237	40	575.6356	26.3596	25470
1.723667	1.009	9.291284	60	207.8782	45.33634	25471
1.727333	1.003	4.415135	100	122.5029	22.98066	25472
1.723667	1.009	8.729664	50	463.5881	60.37658	25473
1.727333	1.003	2.388253	60	130.7874	17.98451	25474
1.727333	1.003	8.805762	60	223.242	26.40958	25475
1.727333	1.003	9.093079	60	258.5522	48.64444	25476
1.727333	1.003	6.585525	50	230.7024	31.44413	25477
1.730333	.9966667	8.732263	100	55.15725	20.3194	25478
1.730333	.9966667	1.847397	58	126.3347	17.17227	25479
1.727333	1.003	8.707896	40	236.1432	31.79213	25480
1.727333	1.003	7.504204	124	238.3565	20.7838	25481
1.730333	.9966667	8.577584	58	163.375	32.03537	25482
1.727333	1.003	6.590222	88	132.0065	12.65435	25483
1.730333	.9966667	6.932738	100	76.43476	12.03123	25484
1.723667	1.009	10.26381	70	221.6368	55.25535	25485
1.727333	1.003	8.152846	60	405.7813	44.03488	25486
1.730333	.9966667	11.38186	100	159.8765	31.41487	25487
1.727333	1.003	11.50609	53	331.3255	32.94337	25488
1.730333	.9966667	9.670325	49	217.8462	50.50851	25489
1.727333	1.003	6.72367	90	192.1252	39.0457	25490
1.727333	1.003	14.50669	95	251.0809	24.46507	25491
1.727333	1.003	9.843118	50	491.9602	32.48386	25492
1.727333	1.003	5.163708	57	360.3709	19.36498	25493
1.727333	1.003	22.45288	95	167.0061	23.33489	25494
1.727333	1.003	7.916497	60	233.9353	28.63352	25495
1.727333	1.003	9.487754	100	246.8711	18.59706	25496
1.730333	.9966667	11.19115	50	179.446	47.42546	25497
1.723667	1.009	13.04326	84	210.3075	19.05924	25498
1.730333	.9966667	10.32666	100	145.6997	22.05612	25499
1.723667	1.009	5.393666	90	127.4473	21.80376	25500
1.727333	1.003	9.246499	100	149.8656	41.50077	25501
1.727333	1.003	10.12041	44	278.3993	14.39059	25502
1.727333	1.003	21.9325	100	325.5776	16.26904	25503
1.730333	.9966667	11.34448	60	251.1883	20.19266	25504
1.727333	1.003	14.36715	60	621.5945	62.4189	25505
1.730333	.9966667	8.941822	100	98.14346	41.84193	25506
1.727333	1.003	7.592637	102	231.1295	22.13936	25507
1.730333	.9966667	10.39273	75	212.5297	31.75481	25508
1.727333	1.003	6.013163	54	171.2004	26.95238	25509
1.730333	.9966667	11.46348	25	624.5406	40.51968	25510
1.727333	1.003	12.25316	94	390.32	21.09553	25511
1.730333	.9966667	6.622773	50	339.7407	30.30086	25512
1.727333	1.003	12.02344	60	214.3489	30.85695	25513
1.730333	.9966667	13.36194	55	377.4576	36.49472	25514
1.730333	.9966667	11.38702	75	81.55943	9.493182	25515
1.730333	.9966667	12.7791	50	335.371	19.38364	25516
1.730333	.9966667	7.119083	60	362.4678	80.00657	25517
1.723667	1.009	6.905427	100	155.0192	29.28691	25518
1.727333	1.003	6.905499	80	171.5634	26.56724	25519
1.727333	1.003	7.526532	60	209.161	40.78107	25520
1.727333	1.003	8.370407	45	232.5822	63.71709	25521
1.723667	1.009	19.61277	100	185.4258	22.37168	25522
1.730333	.9966667	9.992905	64	178.4205	40.10408	25523
1.727333	1.003	6.512638	70	106.4952	14.61198	25524
1.727333	1.003	9.876133	100	444.12	21.40205	25525
1.730333	.9966667	12.50555	60	893.1907	45.95193	25526
1.727333	1.003	8.209431	85	191.6292	37.20188	25527
1.730333	.9966667	4.454605	80	108.8663	10.70877	25528
1.727333	1.003	13.28452	55	510.6971	28.06964	25529
1.723667	1.009	14.9524	80	260.3406	21.34634	25530
1.730333	.9966667	7.548065	57	299.7395	62.37893	25531
1.730333	.9966667	11.94055	41	345.5349	24.99821	25532
1.730333	.9966667	14.69412	110	72.64606	6.75328	25533
1.730333	.9966667	20.87433	110	78.73093	7.332133	25534
1.723667	1.009	13.4574	65	336.2108	60.96135	25535
1.730333	.9966667	9.258052	40	306.5844	31.92623	25536
1.723667	1.009	3.118868	60	181.8329	11.25109	25537
1.723667	1.009	10.2066	60	405.7461	68.13586	25538
1.730333	.9966667	7.382339	45	157.9231	24.42758	25539
1.730333	.9966667	11.90479	40	274.6441	34.13303	25540
1.730333	.9966667	8.171109	50	213.8766	24.67901	25541
1.727333	1.003	4.16129	104	70.32294	13.80474	25542
1.730333	.9966667	8.867795	80	115.4013	25.46951	25543
1.727333	1.003	8.278543	94	113.2893	11.15824	25544
1.730333	.9966667	9.506068	30	597.6164	107.9489	25545
1.727333	1.003	6.792804	92	118.5487	26.38239	25546
1.727333	1.003	9.084478	44	246.4131	30.69426	25547
1.730333	.9966667	8.117801	45	348.0321	30.37046	25548
1.727333	1.003	14.03504	40	103.1102	8.052766	25549
1.723667	1.009	7.845183	60	263.0685	34.8784	25550
1.727333	1.003	7.656506	50	347.2581	48.59021	25551
1.730333	.9966667	7.32195	80	203.5846	21.80345	25552
1.723667	1.009	11.4806	50	233.238	28.38994	25553
1.730333	.9966667	22.67668	100	110.7168	23.11551	25554
1.730333	.9966667	11.06599	50	188.3727	40.05952	25555
1.730333	.9966667	22.2738	95	299.3005	27.24466	25556
1.723667	1.009	11.15038	45	1440.896	121.0766	25557
1.727333	1.003	11.97164	120	287.0266	38.6661	25558
1.723667	1.009	7.696698	60	246.9451	32.34459	25559
1.730333	.9966667	9.595294	55	378.0202	46.71598	25560
1.727333	1.003	18.24638	85	146.639	27.11427	25561
1.727333	1.003	12.26805	60	173.3103	22.3281	25562
1.730333	.9966667	9.214725	55	105.2676	24.66779	25563
1.730333	.9966667	7.409354	70	223.8792	28.106	25564
1.730333	.9966667	7.613819	45	139.0225	30.41226	25565
1.730333	.9966667	8.75957	60	63.54518	17.25805	25566
1.727333	1.003	11.27759	55	492.1097	40.99799	25567
1.730333	.9966667	12.72328	70	241.5857	28.87494	25568
1.730333	.9966667	6.077497	52	153.7721	24.04168	25569
1.727333	1.003	10.73501	36	143.4612	19.39408	25570
1.727333	1.003	12.66236	68	197.3446	29.8394	25571
1.727333	1.003	8.018989	61	129.8987	22.13936	25572
1.723667	1.009	14.16028	55	132.6678	25.08879	25573
1.730333	.9966667	9.261302	84	194.7468	39.88129	25574
1.727333	1.003	10.03998	44	122.8719	30.5858	25575
1.727333	1.003	7.217042	60	187.9864	17.13587	25576
1.730333	.9966667	8.775679	60	386.5076	33.83635	25577
1.730333	.9966667	8.53268	100	69.11255	37.71115	25578
1.730333	.9966667	8.423146	52	418.0761	39.78499	25579
1.727333	1.003	21.79322	100	125.5884	6.68814	25580
1.727333	1.003	6.911391	94	146.0566	32.21106	25581
1.727333	1.003	9.562482	100	84.12255	9.624971	25582
1.727333	1.003	12.93124	40	421.1246	35.52074	25583
1.727333	1.003	12.65114	90	273.0365	38.69162	25584
1.730333	.9966667	6.565283	60	240.7833	47.58918	25585
1.727333	1.003	9.964073	90	543.8071	37.85264	25586
1.730333	.9966667	14.84522	50	642.9063	35.27142	25587
1.727333	1.003	7.45585	57	153.4821	30.10953	25588
1.723667	1.009	7.244649	48	281.9333	51.374	25589
1.727333	1.003	8.563409	60	182.5806	22.58215	25590
1.730333	.9966667	6.726075	70	102.9335	8.186212	25591
1.727333	1.003	7.161828	60	417.3615	34.43614	25592
1.723667	1.009	10.1062	100	237.953	26.49119	25593
1.730333	.9966667	15.59904	53	562.4864	40.77249	25594
1.730333	.9966667	10.24806	50	522.6835	33.24966	25595
1.730333	.9966667	10.91799	65	157.0264	26.64643	25596
1.730333	.9966667	3.61366	60	191.9928	20.06689	25597
1.723667	1.009	7.008025	60	198.757	2.59691	25598
1.730333	.9966667	7.627237	95	177.8226	24.08027	25599
1.727333	1.003	13.74388	100	241.1676	26.45909	25600
1.727333	1.003	7.980372	45	219.222	19.37846	25601
1.730333	.9966667	5.311898	85	167.7145	24.02238	25602
1.727333	1.003	21.05356	100	505.8628	34.92421	25603
1.730333	.9966667	9.045484	54	265.8369	28.48802	25604
1.727333	1.003	9.829802	58	161.9089	18.59706	25605
1.727333	1.003	15.10939	90	314.0027	23.71126	25606
1.730333	.9966667	4.935917	60	108.2067	10.42378	25607
1.727333	1.003	7.908275	50	160.8541	27.61859	25608
1.730333	.9966667	9.513227	49	84.01284	19.60514	25609
1.727333	1.003	10.35374	90	287.493	29.78565	25610
1.730333	.9966667	14.82667	53	155.4225	17.79007	25611
1.727333	1.003	10.73656	60	380.5661	40.94376	25612
1.727333	1.003	5.045281	100	112.5051	18.46423	25613
1.723667	1.009	13.1931	15	655.8035	22.91076	25614
1.723667	1.009	12.70206	40	713.5115	33.23164	25615
1.730333	.9966667	9.578907	52	569.8437	23.24884	25616
1.727333	1.003	8.195741	100	206.6046	15.56868	25617
1.730333	.9966667	8.942295	70	257.4815	37.97273	25618
1.727333	1.003	11.86029	65	130.5093	35.82149	25619
1.727333	1.003	7.632238	100	276.8429	20.39833	25620
1.723667	1.009	16.718	60	1063.088	38.8216	25621
1.727333	1.003	9.089295	54	237.4994	25.94734	25622
1.723667	1.009	6.780097	100	185.9623	18.46337	25623
1.723667	1.009	11.12097	100	465.4263	23.71937	25624
1.730333	.9966667	10.82688	50	423.6401	47.42546	25625
1.727333	1.003	7.619089	85	400.3966	127.007	25626
1.727333	1.003	5.611858	100	162.3653	31.30506	25627
1.730333	.9966667	9.206997	60	251.8248	44.36927	25628
1.730333	.9966667	9.087811	50	157.2785	29.32853	25629
1.730333	.9966667	7.293105	60	513.3102	49.4617	25630
1.730333	.9966667	10.07164	80	63.55758	18.24356	25631
1.723667	1.009	16.78599	100	72.5076	12.91629	25632
1.727333	1.003	11.91905	60	353.0397	20.74546	25633
1.730333	.9966667	7.941818	45	369.4856	28.21514	25634
1.727333	1.003	8.591803	44	259.5048	24.62049	25635
1.727333	1.003	8.321313	74	79.26074	15.85178	25636
1.727333	1.003	8.4736	50	110.7118	9.032861	25637
1.730333	.9966667	6.918283	60	216.6099	32.48561	25638
1.727333	1.003	12.91031	100	289.4198	52.21008	25639
1.727333	1.003	9.821119	80	178.5048	38.82413	25640
1.727333	1.003	6.89774	60	187.2439	54.18361	25641
1.730333	.9966667	9.169084	100	252.5803	31.89287	25642
1.727333	1.003	12.70448	95	189.2754	56.94165	25643
1.727333	1.003	10.75849	60	155.4697	20.59207	25644
1.730333	.9966667	13.64968	90	298.7493	24.67901	25645
1.723667	1.009	8.859865	65	170.6653	19.94583	25646
1.723667	1.009	11.99377	70	261.1771	30.02657	25647
1.730333	.9966667	8.249205	61	102.9944	13.33184	25648
1.730333	.9966667	4.517885	80	153.4494	13.09794	25649
1.730333	.9966667	11.78292	68	425.2989	24.92925	25650
1.730333	.9966667	7.007028	60	161.1098	20.18572	25651
1.723667	1.009	10.87012	45	184.3503	32.58641	25652
1.730333	.9966667	19.03302	100	224.9402	23.90374	25653
1.723667	1.009	12.82386	50	302.8869	36.11813	25654
1.723667	1.009	8.419864	95	177.4294	22.44786	25655
1.727333	1.003	6.073775	45	147.426	32.40279	25656
1.730333	.9966667	8.518722	60	54.13087	51.35484	25657
1.727333	1.003	10.384	100	155.1135	19.44168	25658
1.727333	1.003	7.595984	52	304.8575	30.09773	25659
1.727333	1.003	15.69139	40	390.0577	33.61071	25660
1.727333	1.003	11.69021	60	173.7783	36.46753	25661
1.727333	1.003	10.78567	85	364.7662	14.64214	25662
1.727333	1.003	17.27577	100	221.7568	47.72253	25663
1.727333	1.003	8.601521	60	165.6032	28.76909	25664
1.727333	1.003	13.29052	65	296.2058	32.70078	25665
1.727333	1.003	18.46219	95	132.9771	25.17484	25666
1.723667	1.009	12.46599	30	790.1187	47.97782	25667
1.730333	.9966667	7.981861	50	243.0803	3.859017	25668
1.727333	1.003	13.75724	45	186.7908	25.23887	25669
1.730333	.9966667	6.941756	60	141.5763	18.62612	25670
1.727333	1.003	8.426649	42	627.774	25.30869	25671
1.727333	1.003	7.095493	60	265.8394	41.88767	25672
1.730333	.9966667	11.25239	100	96.1652	24.92062	25673
1.730333	.9966667	15.55576	100	131.515	16.88828	25674
1.723667	1.009	7.658113	110	140.8227	29.13821	25675
1.730333	.9966667	9.570518	60	475.209	39.83957	25676
1.727333	1.003	8.888001	92	156.533	25.30869	25677
1.727333	1.003	6.302695	55	468.217	36.38843	25678
1.730333	.9966667	15.51893	40	512.6757	59.54105	25679
1.730333	.9966667	13.70798	95	635.0789	21.74514	25680
1.727333	1.003	6.928499	100	61.14731	13.28362	25681
1.730333	.9966667	5.10119	60	173.3321	21.38885	25682
1.727333	1.003	11.40245	50	202.0053	32.01352	25683
1.727333	1.003	12.31663	60	640.5826	61.55122	25684
1.730333	.9966667	8.052813	58	215.4468	43.38692	25685
1.723667	1.009	12.30283	80	179.7543	19.44042	25686
1.730333	.9966667	10.1435	55	125.3209	25.40385	25687
1.730333	.9966667	8.79683	50	236.5475	31.59878	25688
1.727333	1.003	11.50775	100	190.9317	50.43403	25689
1.730333	.9966667	11.34833	58	319.2369	46.27939	25690
1.723667	1.009	6.399462	60	123.3922	32.35133	25691
1.730333	.9966667	12.31403	60	298.4562	20.18572	25692
1.727333	1.003	15.6328	90	423.8748	18.5896	25693
1.727333	1.003	11.06218	50	397.3833	44.63533	25694
1.730333	.9966667	7.73367	60	367.6723	51.24411	25695
1.727333	1.003	11.35714	60	357.621	82.52168	25696
1.727333	1.003	10.60078	80	277.2412	43.0045	25697
1.730333	.9966667	16.35367	50	624.3911	22.15735	25698
1.727333	1.003	9.796246	66	281.1889	40.29364	25699
1.727333	1.003	12.24132	60	175.2704	13.28639	25700
1.730333	.9966667	11.84418	40	651.5351	75.36773	25701
1.730333	.9966667	7.577672	60	94.22372	17.17263	25702
1.730333	.9966667	14.33088	100	644.805	43.38692	25703
1.730333	.9966667	5.208133	73	169.9428	25.73965	25704
1.727333	1.003	5.268769	88	106.9672	29.63361	25705
1.723667	1.009	9.517488	60	167.2336	16.87663	25706
1.727333	1.003	13.30455	95	244.4478	27.85132	25707
1.727333	1.003	12.50009	100	292.5766	36.49689	25708
1.723667	1.009	4.048196	100	82.24405	22.69512	25709
1.730333	.9966667	4.971605	80	144.9536	47.97738	25710
1.730333	.9966667	8.336886	70	222.166	68.16386	25711
1.723667	1.009	7.429736	65	118.4077	14.87851	25712
